,Instrument,Name,Year_Month,Series,Data Points,Beta(J203),Beta(J200),Beta(J250),Beta(J257),Beta(J258)
214,J273,Electronic & Electrical Equipment,2018-Q1,ICB Sector Index Series,60,0.4577704386402143,0.3576466185998025,0.3996849237021722,0.24253055623903602,0.2034820021246928
215,J275,Industrial Engineering,2018-Q1,ICB Sector Index Series,60,0.5806182958231597,0.4524618727230215,0.5705384205206371,0.3736832146144749,0.1979689037843571
216,J277,Industrial Transportation,2018-Q1,ICB Sector Index Series,60,0.8687327726970095,0.6889213730162239,0.8126289834459818,0.5746102648587342,0.3345815862582152
217,J279,Support Services,2018-Q1,ICB Sector Index Series,60,0.42631239046417496,0.3529709876306211,0.5303994420860707,0.3651354554410645,0.0226235284042034
224,J335,Automobiles & Parts,2018-Q1,ICB Sector Index Series,60,0.764226399360735,0.6477088022196329,0.6691862578421033,0.455614688773776,0.37086020187061697
225,J353,Beverages,2018-Q1,ICB Sector Index Series,60,0.7043797605454245,0.6798750929979155,0.8118541548780883,0.7445497381109203,-0.0258312740175104
226,J357,Food Producers,2018-Q1,ICB Sector Index Series,60,0.6465569972565541,0.4944460574135339,0.6752090513192374,0.4623838267912274,0.1711094057820273
227,J372,Household Goods & Home Construction,2018-Q1,ICB Sector Index Series,60,1.0244219150937817,0.9347718661490102,0.9830833250692572,1.001190534007148,0.2985157899342726
228,J376,Personal Goods,2018-Q1,ICB Sector Index Series,60,1.1242675830400262,1.0821787240038825,1.0036789088231723,1.0393705536970184,0.3743953779222485
229,J378,Tobacco,2018-Q1,ICB Sector Index Series,60,0.8418593691090888,0.8180680861972895,0.8959448816449029,0.92124707087661,0.1040597013447405
232,J453,Health Care Equipment & Services,2018-Q1,ICB Sector Index Series,60,0.7839855616711204,0.6571016972616259,0.9134212060188116,0.7082603466642657,0.10202284230889172
233,J457,Pharmaceuticals & Biotechnology,2018-Q1,ICB Sector Index Series,60,0.7561435301553308,0.6253204934035059,0.832129454822965,0.682765055417822,0.1408755488011611
238,J533,Food & Drug Retailers,2018-Q1,ICB Sector Index Series,60,0.5794028284187738,0.4351837877499458,0.7037773670983896,0.4627157281169053,0.0479581935794554
239,J537,General Retailers,2018-Q1,ICB Sector Index Series,60,1.046781507565482,0.9049207942291879,1.04692136270968,0.8544705778621077,0.2146581898615542
242,J555,Media,2018-Q1,ICB Sector Index Series,60,1.318745258959248,1.2764765503776352,1.4029078559545027,1.4813512678283818,0.2251516973455777
244,J575,Travel & Leisure,2018-Q1,ICB Sector Index Series,60,0.4521115138665238,0.3407313941618544,0.515803361567599,0.3099371351862897,0.07894652419896499
247,J653,Fixed Line Telecommunications,2018-Q1,ICB Sector Index Series,60,0.9598344921806066,0.8507369476579472,0.8747942502050232,0.7481377914035703,0.3549745357201646
248,J657,Mobile Telecommunications,2018-Q1,ICB Sector Index Series,60,0.7614272422343416,0.6393505325801476,0.7593000855289599,0.586049236498849,0.2401672356332798
249,J835,Banks,2018-Q1,ICB Sector Index Series,60,1.0558111583782488,0.9154262419557586,1.0438598748273724,0.8285194578268811,0.2523455976314934
250,J853,Non-life Insurance,2018-Q1,ICB Sector Index Series,60,0.5161260036798616,0.3780643982098957,0.5247840489286741,0.3156914328677998,0.1703576147754964
251,J857,Life Insurance,2018-Q1,ICB Sector Index Series,60,1.0023831613783556,0.8410827537014424,1.0964546528113444,0.7718824516795927,0.1851037570937779
252,J863,Real Estate Investment & Services,2018-Q1,ICB Sector Index Series,60,0.4649219456318424,0.4010727301946653,0.6137212840680033,0.4720158276248921,-0.0454876506725811
253,J867,Real Estate Investment Trusts,2018-Q1,ICB Sector Index Series,60,0.5102951820675103,0.3892230176306898,0.6278375837018872,0.4051103265496348,0.0532814625929654
254,J877,General Financial,2018-Q1,ICB Sector Index Series,60,0.8249514228051885,0.7118567248315307,0.8983503448236952,0.6582272358513079,0.1459372382885444
255,J898,Equity Investment Instruments,2018-Q1,ICB Sector Index Series,60,0.7910371929146731,0.7289074692897285,0.8733246336254537,0.8129175117501783,0.1323304280978428
256,J953,Software & Computer Services,2018-Q1,ICB Sector Index Series,60,0.8399409706904921,0.7122396928067483,0.835022307610362,0.6648729926104737,0.2368984529670273
257,J957,Technology Hardware & Equipment,2018-Q1,ICB Sector Index Series,60,0.4994268384019631,0.4417622166743727,0.5129738715179887,0.3991114440311288,0.1013852037580113
267,J055,Oil & Gas Producers,2018-Q2,ICB Sector Index Series,60,0.8288242506453198,0.8013972544802784,0.7572327662945755,0.6501639717133854,0.1775559489478937
268,J135,Chemicals,2018-Q2,ICB Sector Index Series,60,1.140423273378053,1.0767972239275536,0.9036469284260152,0.8416348777002154,0.4734413472431261
276,J173,Forestry & Paper,2018-Q2,ICB Sector Index Series,60,0.9063160721420132,0.8918049497823648,0.8323007337943196,0.7839179978561078,0.2185756975543789
277,J175,Industrial Metals & Mining,2018-Q2,ICB Sector Index Series,60,0.9458152274863624,0.8285548302231269,0.7224680861338297,0.5802377778506732,1.1783185477136242
278,J177,Mining,2018-Q2,ICB Sector Index Series,60,1.1709911991335962,1.0155580569181986,0.6652659458360186,0.5595619317543465,1.1596199042529889
290,J235,Construction & Materials,2018-Q2,ICB Sector Index Series,60,0.6424349460344382,0.5553721965999499,0.5207499363277971,0.374601475250906,0.2804883899264358
302,J272,General Industrials,2018-Q2,ICB Sector Index Series,60,0.7636920991107834,0.6372939022723172,0.8588850560869711,0.6280284013230498,0.0538536007387175
303,J273,Electronic & Electrical Equipment,2018-Q2,ICB Sector Index Series,60,0.5385947212600536,0.4730940274263193,0.3972487984552659,0.2866305814448473,0.24451649457055
304,J275,Industrial Engineering,2018-Q2,ICB Sector Index Series,60,0.5742151259231696,0.4883509899661512,0.5233771744438349,0.3158081494267093,0.1496733248271238
305,J277,Industrial Transportation,2018-Q2,ICB Sector Index Series,60,0.9121186975565054,0.7466476495385093,0.8208241649709198,0.580313210657287,0.3151052275778555
306,J279,Support Services,2018-Q2,ICB Sector Index Series,60,0.3748196704500046,0.3455652981632251,0.4346631675867022,0.27526464542046597,-0.0310823646129949
313,J335,Automobiles & Parts,2018-Q2,ICB Sector Index Series,60,0.7373737186432272,0.6526131175231574,0.6307729975304641,0.3962368154327881,0.3061419526227522
314,J353,Beverages,2018-Q2,ICB Sector Index Series,60,0.6944564905802766,0.7083959983997602,0.7607815852988098,0.730739749025213,-0.0815229356009565
315,J357,Food Producers,2018-Q2,ICB Sector Index Series,60,0.7162726659830664,0.5783690183890844,0.7148374769381352,0.508051758452884,0.1431725635675471
316,J372,Household Goods & Home Construction,2018-Q2,ICB Sector Index Series,60,0.9999400316698484,0.9311135632099959,0.970035034189186,0.9836537492312892,0.2406305248015834
317,J376,Personal Goods,2018-Q2,ICB Sector Index Series,60,1.0317066454939363,1.0032894690839025,0.8876560273498829,0.9069914959906568,0.3209424787589892
318,J378,Tobacco,2018-Q2,ICB Sector Index Series,60,0.7797865924815034,0.784929211487784,0.8168041625369592,0.8635233881638988,0.0245056258505214
321,J453,Health Care Equipment & Services,2018-Q2,ICB Sector Index Series,60,0.8733389907675709,0.7577727973103235,0.9385493805052122,0.7311038989651721,0.0986437836358697
322,J457,Pharmaceuticals & Biotechnology,2018-Q2,ICB Sector Index Series,60,0.8644385124016449,0.7579248177149177,0.8621221464008956,0.7320538136597857,0.1692098146711956
327,J533,Food & Drug Retailers,2018-Q2,ICB Sector Index Series,60,0.6932201984535736,0.5679876630591539,0.7669339103285256,0.5382127318356265,0.0432155396735714
328,J537,General Retailers,2018-Q2,ICB Sector Index Series,60,1.068602473521119,0.9513089120262398,1.0605290671562897,0.8778845361800941,0.2084366566882007
331,J555,Media,2018-Q2,ICB Sector Index Series,60,1.2614636046942838,1.236739581795643,1.3078737819589306,1.4001355953520118,0.17884909814292002
333,J575,Travel & Leisure,2018-Q2,ICB Sector Index Series,60,0.4865405356068952,0.40890108804255104,0.4751841969968576,0.2875231186514244,0.0840886063920796
336,J653,Fixed Line Telecommunications,2018-Q2,ICB Sector Index Series,60,0.9706093689795926,0.8783813984401769,0.8665248008918349,0.7305794271520945,0.3240967599246402
337,J657,Mobile Telecommunications,2018-Q2,ICB Sector Index Series,60,0.7637573464311509,0.6637243018234386,0.725511559754933,0.5389405393716903,0.2044668107618558
338,J835,Banks,2018-Q2,ICB Sector Index Series,60,1.0847387633298198,0.9705209166707036,1.0573186462866633,0.8590791424191501,0.2675587486239925
339,J853,Non-life Insurance,2018-Q2,ICB Sector Index Series,60,0.5628278701950924,0.4549377977671114,0.521710406769868,0.3129288545710346,0.1559439285610105
340,J857,Life Insurance,2018-Q2,ICB Sector Index Series,60,0.9971860707720984,0.8468482561991155,1.0704023735897763,0.7430206476676287,0.1192590250335148
341,J863,Real Estate Investment & Services,2018-Q2,ICB Sector Index Series,60,0.7361613323096293,0.7019996386755784,0.7589844380547828,0.6718036174624537,0.0530680795574552
342,J867,Real Estate Investment Trusts,2018-Q2,ICB Sector Index Series,60,0.6724841425610418,0.5604696004136325,0.7246518942456103,0.5181875715526952,0.0752496516498072
343,J877,General Financial,2018-Q2,ICB Sector Index Series,60,0.942719026004288,0.8466890263327342,0.9564082605696004,0.7384576016821472,0.1440567173791539
344,J898,Equity Investment Instruments,2018-Q2,ICB Sector Index Series,60,0.742375060719142,0.709975451141609,0.7729756756648816,0.7337934695066555,0.0921341699457829
345,J953,Software & Computer Services,2018-Q2,ICB Sector Index Series,60,0.7744936195943426,0.6824318204933294,0.7351766438806421,0.5712984244588155,0.1871073354648987
346,J957,Technology Hardware & Equipment,2018-Q2,ICB Sector Index Series,60,0.5566160494771426,0.5455122170588637,0.4745165673584781,0.3902362848081146,0.12803000450391
356,J055,Oil & Gas Producers,2018-Q3,ICB Sector Index Series,60,0.8853521817318499,0.8254590821819852,0.7758000749459301,0.660252587858621,0.1620646701566427
357,J135,Chemicals,2018-Q3,ICB Sector Index Series,60,1.1551887532589389,1.0816462497086121,0.906479060299082,0.8210490855976617,0.5010044482320668
365,J173,Forestry & Paper,2018-Q3,ICB Sector Index Series,60,0.9127411795356759,0.8769970025677482,0.8296682600704021,0.7709408393176882,0.1950385942322027
366,J175,Industrial Metals & Mining,2018-Q3,ICB Sector Index Series,60,0.9488837562793474,0.8264496664877694,0.7092965200674919,0.5595632042043301,1.1948728381836504
367,J177,Mining,2018-Q3,ICB Sector Index Series,60,1.1015702177566549,0.9493285288857236,0.644548574393757,0.5272618913914804,1.1593999905799337
379,J235,Construction & Materials,2018-Q3,ICB Sector Index Series,60,0.6816040431682957,0.5903824444264996,0.4964150943805145,0.3552125570912182,0.2969139457311402
391,J272,General Industrials,2018-Q3,ICB Sector Index Series,60,0.8427544214999263,0.7140376153336774,0.9010938913438044,0.666581050802813,0.0642649851264093
392,J273,Electronic & Electrical Equipment,2018-Q3,ICB Sector Index Series,60,0.5229719895374116,0.4590428521524391,0.3502110656615043,0.2297744780244421,0.2258432304317229
393,J275,Industrial Engineering,2018-Q3,ICB Sector Index Series,60,0.6275850545515691,0.5359257973285658,0.5040908905268103,0.3112360953767678,0.1509350424948028
394,J277,Industrial Transportation,2018-Q3,ICB Sector Index Series,60,0.9620128976983786,0.7995735989636908,0.8484052201956951,0.6101157997191032,0.3281272775458333
395,J279,Support Services,2018-Q3,ICB Sector Index Series,60,0.45263724664321603,0.4079467103322065,0.4590949034423815,0.2997524324220247,-0.0677269857757553
402,J335,Automobiles & Parts,2018-Q3,ICB Sector Index Series,60,0.8676916706475334,0.7639054695720279,0.7286486869591138,0.5177780296584917,0.3399753458751941
403,J353,Beverages,2018-Q3,ICB Sector Index Series,60,0.8003493531769155,0.7856539377177622,0.8239451322521035,0.7896685626576978,-0.0869344117686739
404,J357,Food Producers,2018-Q3,ICB Sector Index Series,60,0.7695020967361133,0.6375493968394295,0.7307726383048354,0.5226822125927466,0.14168736018024913
405,J372,Household Goods & Home Construction,2018-Q3,ICB Sector Index Series,60,0.9821991490876468,0.8926590681552642,0.9172768602410596,0.8413962068213451,0.239974110319333
406,J376,Personal Goods,2018-Q3,ICB Sector Index Series,60,1.0665867602418997,1.0157680437149412,0.9204768602450633,0.9204842824129844,0.3292452270126541
407,J378,Tobacco,2018-Q3,ICB Sector Index Series,60,0.8243194196936326,0.8107713449073259,0.8256158014246282,0.8344093290428404,0.0167200200700291
410,J453,Health Care Equipment & Services,2018-Q3,ICB Sector Index Series,60,0.98488467670198,0.8586871393180064,1.0195725524001251,0.818339588895688,0.1226669801002335
411,J457,Pharmaceuticals & Biotechnology,2018-Q3,ICB Sector Index Series,60,1.0529864846085728,0.9316921912102052,1.0394466317480833,0.9354651669136902,0.2134337662529698
416,J533,Food & Drug Retailers,2018-Q3,ICB Sector Index Series,60,0.8141361449612827,0.6847810079359092,0.8241739912263183,0.6038481347982659,0.0851835392754891
417,J537,General Retailers,2018-Q3,ICB Sector Index Series,60,1.0512213573057818,0.9283054245287788,1.0158289117042352,0.8255838305069017,0.2114121389559071
420,J555,Media,2018-Q3,ICB Sector Index Series,60,1.2136120598172908,1.1682588431191934,1.2641445748192446,1.3231300848861964,0.156835393760086
422,J575,Travel & Leisure,2018-Q3,ICB Sector Index Series,60,0.5010554057164017,0.4233364427034226,0.4415330393586984,0.2496069230364733,0.0659580217924629
425,J653,Fixed Line Telecommunications,2018-Q3,ICB Sector Index Series,60,0.9081536177281792,0.8085244636970064,0.8090951780331894,0.6487878475719031,0.2468178186344532
426,J657,Mobile Telecommunications,2018-Q3,ICB Sector Index Series,60,0.7679925046556116,0.6700677904457619,0.6955526231484553,0.4922531167708688,0.167731439934135
427,J835,Banks,2018-Q3,ICB Sector Index Series,60,1.062555115582318,0.9418368624208612,1.019322326786963,0.810953337462452,0.2591733973080797
428,J853,Non-life Insurance,2018-Q3,ICB Sector Index Series,60,0.5923954899903934,0.4881808665574209,0.4715381985593588,0.2539248465869163,0.1743348155283264
429,J857,Life Insurance,2018-Q3,ICB Sector Index Series,60,0.96182504569637,0.8198155550040364,0.9860661338691584,0.6550217956455414,0.1175430804154954
430,J863,Real Estate Investment & Services,2018-Q3,ICB Sector Index Series,60,0.8094171302142894,0.7639520944636996,0.7610227260953435,0.6728308958706845,0.091565017082364
431,J867,Real Estate Investment Trusts,2018-Q3,ICB Sector Index Series,60,0.7005614248050683,0.593175541339526,0.7055197461817624,0.5054255922259254,0.0849386579453438
432,J877,General Financial,2018-Q3,ICB Sector Index Series,60,0.935743025711292,0.8377146793571735,0.9205990859321858,0.6931374394466211,0.1399525565485964
433,J898,Equity Investment Instruments,2018-Q3,ICB Sector Index Series,60,0.8229532030850597,0.7756865962476184,0.8112589853241462,0.7459787241372551,0.1094650302621125
434,J953,Software & Computer Services,2018-Q3,ICB Sector Index Series,60,0.7665776631174993,0.672594785956513,0.6951088465481831,0.5025360752090343,0.1506355524458009
435,J957,Technology Hardware & Equipment,2018-Q3,ICB Sector Index Series,60,0.6172563778762726,0.5859186925226053,0.4736705459471446,0.3808258998488927,0.1250931101493594
445,J055,Oil & Gas Producers,2018-Q4,ICB Sector Index Series,60,0.8929614281523541,0.8182328139062315,0.7899132695999375,0.6704784452136959,0.1863166113411189
446,J135,Chemicals,2018-Q4,ICB Sector Index Series,60,1.2316095866455885,1.1467089795190857,0.9547907853655588,0.8652550030597883,0.538549644253544
454,J173,Forestry & Paper,2018-Q4,ICB Sector Index Series,60,0.9427405013093793,0.8943893473592148,0.8444299107607252,0.7851311272066899,0.23570873895534
455,J175,Industrial Metals & Mining,2018-Q4,ICB Sector Index Series,60,0.9579855856752112,0.8160550332189066,0.7151568437237227,0.5565356939631009,1.1811632681475186
456,J177,Mining,2018-Q4,ICB Sector Index Series,60,1.128352982079566,0.969070231682728,0.6546207499411012,0.5326067934684032,1.15108192749186
468,J235,Construction & Materials,2018-Q4,ICB Sector Index Series,60,0.6430590005986221,0.5347787483574485,0.4737173837753306,0.3383438781635995,0.2778299696758242
480,J272,General Industrials,2018-Q4,ICB Sector Index Series,60,0.7492676446862929,0.622715347918242,0.8462258925901839,0.6130589231951358,0.0263882901617708
481,J273,Electronic & Electrical Equipment,2018-Q4,ICB Sector Index Series,60,0.47956847975726,0.3943247352635469,0.3123577572615001,0.1812765632627724,0.2156063755514311
482,J275,Industrial Engineering,2018-Q4,ICB Sector Index Series,60,0.5851675497092939,0.4698896332668203,0.4907706320282068,0.2893552250405954,0.1269063251770871
483,J277,Industrial Transportation,2018-Q4,ICB Sector Index Series,60,0.9528382549050012,0.7795733539331867,0.8530892658368134,0.6053257146385961,0.315906083736355
484,J279,Support Services,2018-Q4,ICB Sector Index Series,60,0.3547037645062032,0.2874322923284948,0.3965676194133825,0.2323118089159652,-0.0952293925725266
491,J335,Automobiles & Parts,2018-Q4,ICB Sector Index Series,60,0.7563304902444176,0.6547504768539306,0.6726960121902691,0.4645111133932589,0.2074717793477816
492,J353,Beverages,2018-Q4,ICB Sector Index Series,60,0.7072288017545675,0.6800329911073076,0.7674848359344009,0.7069722190396855,-0.13398460333091133
493,J357,Food Producers,2018-Q4,ICB Sector Index Series,60,0.7626667010851529,0.6184629604942462,0.7552816773266025,0.53893001319112,0.1315819702516821
494,J372,Household Goods & Home Construction,2018-Q4,ICB Sector Index Series,60,0.9782939473299886,0.8791342456978335,0.916532337015468,0.83590506297537,0.2314910599642076
495,J376,Personal Goods,2018-Q4,ICB Sector Index Series,60,1.1304272449341757,1.0680341020919888,0.9485352146918342,0.9350605907093118,0.3915039150011019
496,J378,Tobacco,2018-Q4,ICB Sector Index Series,60,0.8749058277665249,0.8311616955811992,0.8245491225834752,0.8108685363583995,0.1040076718118196
499,J453,Health Care Equipment & Services,2018-Q4,ICB Sector Index Series,60,0.9156069659814994,0.7902182479756261,0.963458844793326,0.7623284349966651,0.1057987470850622
500,J457,Pharmaceuticals & Biotechnology,2018-Q4,ICB Sector Index Series,60,1.0254189085753362,0.9008269416316956,1.0232706677894772,0.9154181244039946,0.1941198939657767
505,J533,Food & Drug Retailers,2018-Q4,ICB Sector Index Series,60,0.7582944247292609,0.6258341533156028,0.8008227043566982,0.583755532569301,0.0646709410290927
506,J537,General Retailers,2018-Q4,ICB Sector Index Series,60,1.0117450642848589,0.8863357531622713,0.9844640804589488,0.7884962801872568,0.1680500138441584
509,J555,Media,2018-Q4,ICB Sector Index Series,60,1.2268678720534634,1.1870737473073767,1.3081249218104305,1.348768604617994,0.154804648495863
511,J575,Travel & Leisure,2018-Q4,ICB Sector Index Series,60,0.4273418636427963,0.336012602361402,0.3999075419587489,0.2111206357285937,0.0409990695045289
514,J653,Fixed Line Telecommunications,2018-Q4,ICB Sector Index Series,60,0.8659979760269615,0.7580864600494535,0.7690658315790359,0.6019111661344424,0.2404088855820022
515,J657,Mobile Telecommunications,2018-Q4,ICB Sector Index Series,60,0.7116081643062553,0.5971353662116463,0.6536914380757586,0.4409437548075336,0.1515777168174581
516,J835,Banks,2018-Q4,ICB Sector Index Series,60,1.0325849153848967,0.9097204305752632,0.9955067062047016,0.7826832661609178,0.2239549617018221
517,J853,Non-life Insurance,2018-Q4,ICB Sector Index Series,60,0.5685198084228296,0.4438000286029729,0.4947168473447058,0.2738959885933856,0.13360314857502353
518,J857,Life Insurance,2018-Q4,ICB Sector Index Series,60,0.8967671958948139,0.7588444436084849,0.9434290183101416,0.6204784124047047,0.1021930891814482
519,J863,Real Estate Investment & Services,2018-Q4,ICB Sector Index Series,60,0.8076943960398693,0.7488225376652903,0.753293293362886,0.6588283200327855,0.1199572993334445
520,J867,Real Estate Investment Trusts,2018-Q4,ICB Sector Index Series,60,0.6424052797646068,0.529407440045067,0.6517055089987627,0.4564766689877323,0.0839802605703535
521,J877,General Financial,2018-Q4,ICB Sector Index Series,60,0.9020455866929532,0.8037589322682662,0.9059181585868872,0.6804144681765696,0.1349690755903125
522,J898,Equity Investment Instruments,2018-Q4,ICB Sector Index Series,60,0.8665096427941916,0.8013369475879114,0.8066322922557834,0.7370573160873384,0.1793150268336429
523,J953,Software & Computer Services,2018-Q4,ICB Sector Index Series,60,0.7181860087416689,0.6111089056451501,0.6738703828497644,0.4758873358825995,0.1239524103049886
524,J957,Technology Hardware & Equipment,2018-Q4,ICB Sector Index Series,60,0.5561919294093495,0.5084735565487399,0.4335966746291042,0.3378239864066374,0.1079288148744347
534,J055,Oil & Gas Producers,2019-Q1,ICB Sector Index Series,60,0.8896112232585146,0.7973624736652131,0.8232106580489802,0.6245281052426107,0.1223627510631097
535,J135,Chemicals,2019-Q1,ICB Sector Index Series,60,1.2665414524603849,1.1830119154541432,1.003132742323855,0.908768076364064,0.5410397127822278
543,J173,Forestry & Paper,2019-Q1,ICB Sector Index Series,60,0.8958608368290305,0.8427516783034777,0.8263689160865629,0.7196836844876606,0.2134297038772775
544,J175,Industrial Metals & Mining,2019-Q1,ICB Sector Index Series,60,0.9915523600541049,0.8294300100174686,0.7680288845479772,0.5351645045685405,1.2140779555758747
545,J177,Mining,2019-Q1,ICB Sector Index Series,60,1.1933052356905955,1.0193252036024307,0.7253494689506303,0.5515847571702521,1.1546059404749272
557,J235,Construction & Materials,2019-Q1,ICB Sector Index Series,60,0.6318822667214388,0.5038396549296671,0.5113344903017464,0.2830936161608437,0.2611320834963119
569,J272,General Industrials,2019-Q1,ICB Sector Index Series,60,0.7104774979385083,0.5793118713870772,0.8278944638480537,0.5433222975184107,0.0296058364731878
570,J273,Electronic & Electrical Equipment,2019-Q1,ICB Sector Index Series,60,0.4570683899599792,0.3598703981760595,0.3097609560947346,0.1346477338317651,0.2206135666515945
571,J275,Industrial Engineering,2019-Q1,ICB Sector Index Series,60,0.5725675500083635,0.4307036591775285,0.5581951086351468,0.2400131621418793,0.0695434147362683
572,J277,Industrial Transportation,2019-Q1,ICB Sector Index Series,60,0.9774511238777788,0.7927988081701083,0.901874815843977,0.5877635913216773,0.3192996425802192
573,J279,Support Services,2019-Q1,ICB Sector Index Series,60,0.3037284556078992,0.2105366323984919,0.4026692189637928,0.160659995257928,-0.1047977064528875
580,J335,Automobiles & Parts,2019-Q1,ICB Sector Index Series,60,0.7856355373824228,0.6619835561772917,0.7400277417999367,0.4922176162900697,0.2098959010652168
581,J353,Beverages,2019-Q1,ICB Sector Index Series,60,0.7232446772670502,0.6865396775575294,0.7862731699222765,0.7095260326692346,-0.0914351694453417
582,J357,Food Producers,2019-Q1,ICB Sector Index Series,60,0.7650323785243405,0.612453421762084,0.7998334161428291,0.5303195740335945,0.125259976663979
583,J372,Household Goods & Home Construction,2019-Q1,ICB Sector Index Series,60,0.9994346815192492,0.8874708327693506,0.9393416526013436,0.8380693318450984,0.2412271881995431
584,J376,Personal Goods,2019-Q1,ICB Sector Index Series,60,1.1862394792546611,1.1194768453758663,0.9959168119482376,0.9830527392925956,0.4286526106538639
585,J378,Tobacco,2019-Q1,ICB Sector Index Series,60,0.8814917069676212,0.8332909304880672,0.819001958338302,0.8284734559733663,0.1439284164370654
588,J453,Health Care Equipment & Services,2019-Q1,ICB Sector Index Series,60,0.8910325759386372,0.764548719100048,0.9372008974845916,0.7169848735734166,0.1243978004554593
589,J457,Pharmaceuticals & Biotechnology,2019-Q1,ICB Sector Index Series,60,1.0030413914874567,0.8672678231590867,1.0114604479402354,0.8242481098349275,0.1708827799145821
594,J533,Food & Drug Retailers,2019-Q1,ICB Sector Index Series,60,0.7172033011135795,0.5834587446900323,0.7652872499292241,0.5256968214073415,0.0855392893707138
595,J537,General Retailers,2019-Q1,ICB Sector Index Series,60,1.0090496376504396,0.8756590081723283,0.9818356225730436,0.7546053999239551,0.1580817087353126
598,J555,Media,2019-Q1,ICB Sector Index Series,60,1.2409692056079793,1.2053221848288431,1.3517004714115044,1.4186182958174751,0.1421332525313748
600,J575,Travel & Leisure,2019-Q1,ICB Sector Index Series,60,0.4547909238484896,0.3415633625564129,0.4713564009097748,0.2158362600436647,0.0418766619260435
603,J653,Fixed Line Telecommunications,2019-Q1,ICB Sector Index Series,60,0.8968960264328544,0.7734780096045056,0.8332865164695994,0.6168419575987121,0.2368397928840377
604,J657,Mobile Telecommunications,2019-Q1,ICB Sector Index Series,60,0.6739405445417379,0.5483325326233099,0.6394755564257014,0.3800502360585112,0.1535426831446171
605,J835,Banks,2019-Q1,ICB Sector Index Series,60,1.0365481261843903,0.9054086153552174,0.9974541405065436,0.7461722981622492,0.2197820706465967
606,J853,Non-life Insurance,2019-Q1,ICB Sector Index Series,60,0.5514539063097011,0.4089741129593489,0.5028757184050275,0.2154982446461027,0.1467341159466047
607,J857,Life Insurance,2019-Q1,ICB Sector Index Series,60,0.8189769125556351,0.6792376357135115,0.8951915380654163,0.5231913456921689,0.0807597189031293
608,J863,Real Estate Investment & Services,2019-Q1,ICB Sector Index Series,60,0.8515938691306558,0.7800578971666959,0.855378854477356,0.6942288740976793,0.10844965681344572
609,J867,Real Estate Investment Trusts,2019-Q1,ICB Sector Index Series,60,0.6181692406394432,0.4964429800327468,0.6594928078720663,0.3940684569654294,0.0751152948885232
610,J877,General Financial,2019-Q1,ICB Sector Index Series,60,0.865295644538173,0.7696635922878027,0.8821799335609622,0.6361305666740785,0.1407793606454029
611,J898,Equity Investment Instruments,2019-Q1,ICB Sector Index Series,60,0.8210881158170702,0.7563548266963397,0.7558947241071049,0.7254810407342455,0.1942609943458013
612,J953,Software & Computer Services,2019-Q1,ICB Sector Index Series,60,0.6913301350165029,0.5711566614081159,0.6766584732951303,0.4354861787806484,0.1179594893242694
613,J957,Technology Hardware & Equipment,2019-Q1,ICB Sector Index Series,60,0.3118509624175875,0.2701516469910104,0.2489311418078975,0.1217512631887496,0.0660811365366532
623,J055,Oil & Gas Producers,2019-Q2,ICB Sector Index Series,60,0.8604408135807992,0.7787002366017466,0.7979979107917605,0.62086269595794,0.1225620936011079
624,J135,Chemicals,2019-Q2,ICB Sector Index Series,60,1.2844674244304952,1.18896177768806,1.0763572317022034,0.970985488934744,0.5353595844968138
632,J173,Forestry & Paper,2019-Q2,ICB Sector Index Series,60,0.9074190888669948,0.8527803986252911,0.8145698247298568,0.7133906205865089,0.2533262913394075
633,J175,Industrial Metals & Mining,2019-Q2,ICB Sector Index Series,60,0.9808165813125216,0.8272414567653669,0.7451203250513968,0.5528209212693623,1.1819660518863082
634,J177,Mining,2019-Q2,ICB Sector Index Series,60,1.1844009335598435,1.0201808057992987,0.7032051090211408,0.5674993949485374,1.1524278747356784
646,J235,Construction & Materials,2019-Q2,ICB Sector Index Series,60,0.6156600705255901,0.4984624396221062,0.4770520076187035,0.303184839765448,0.2592743311201225
657,J272,General Industrials,2019-Q2,ICB Sector Index Series,60,0.6778059695808196,0.5555135701307857,0.8197124703751177,0.5499681249474313,0.0130647678267333
658,J273,Electronic & Electrical Equipment,2019-Q2,ICB Sector Index Series,60,0.5105847325983045,0.4196864352082586,0.3710103899708863,0.23989285364023996,0.2194612840095531
659,J275,Industrial Engineering,2019-Q2,ICB Sector Index Series,60,0.5124279832489462,0.3840945007352282,0.4766443015039626,0.2151918658368303,0.0572873724248105
660,J277,Industrial Transportation,2019-Q2,ICB Sector Index Series,60,0.9030026042214822,0.7303749443050899,0.8620311734245901,0.5614347906686092,0.2823083273914346
661,J279,Support Services,2019-Q2,ICB Sector Index Series,60,0.2417494507528478,0.1590031687370915,0.3171584580215455,0.1289637925132108,-0.1149558172525028
668,J335,Automobiles & Parts,2019-Q2,ICB Sector Index Series,60,0.7638191164531448,0.6513939052748736,0.7201164211236529,0.5046189150806248,0.2072001544672081
669,J353,Beverages,2019-Q2,ICB Sector Index Series,60,0.7226017165566068,0.6951328986850305,0.7904435906458901,0.73261631562235,-0.0720206874677749
670,J357,Food Producers,2019-Q2,ICB Sector Index Series,60,0.7408791955835905,0.5962243377455932,0.7719927532067308,0.5231635760467059,0.1320680122432162
